,item_id,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,OWA,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9]
0,,1.1014205932617187,10.37565803527832,9.717474937438965,0.9717474937438965,1.1219902760647402,0.9247547199490731,1.0324576494664417,1.6640977291612284,,3.744925521340974,3.9551168322563175,0.0,10.375658303499222,0.5,4.448423504829406,1.0
1,,1.2770964622497558,8.681556701660156,8.531034469604492,0.8531034469604493,1.1507191283540577,0.7544461969688385,1.0694149808352325,1.723873094407788,,9.639231336968994,4.976661044359207,0.3,8.681556940078735,0.7,3.9436788797378535,0.9
2,,0.9267457962036133,6.807961463928223,7.3260040283203125,0.7326004028320312,1.1609249537479862,0.5864256291458867,0.8577348451741932,1.3578954361598687,,3.931099208134109,3.502118813991547,0.1,6.8079611621797085,0.6,3.0936786413192743,0.9
3,,0.9400306701660156,6.113151550292969,6.0634260177612305,0.6063426017761231,1.1001009992952073,0.5556900279346562,1.761115557896391,1.5239694679877747,,10.608123555651051,3.191954100131988,0.0,6.113151803612709,0.4,5.876730597019195,0.8
4,,1.2056572914123536,8.897397994995117,9.239741325378418,0.9239741325378418,1.1541637431408578,0.7708956417901659,0.9278592705849246,1.4863911911282255,,5.290095980258378,3.046132159233093,0.3,8.89739852026105,0.8,3.406459665298461,1.0
5,,0.5986526489257813,6.523894786834717,6.199668884277344,0.6199668884277344,1.1186351368996676,0.5832013112797346,1.1699107306123882,1.7506837275858012,,2.5976999583081763,3.952083492279053,0.0,6.523894757032394,0.2,1.8596728682518,1.0
6,,0.7688851833343506,7.434200286865234,7.219387054443359,0.7219387054443359,1.110033481581001,0.6697275722059154,0.9961727862355412,1.6059530198611918,,3.28734989662693,3.2874586939811703,0.0,7.434199973940849,0.6,4.010678637027739,1.0
7,,0.6256513595581055,7.210789680480957,8.33736801147461,0.833736801147461,1.1085020719014298,0.650498529796357,0.8856738834663471,1.5234198748992562,,2.99476989495248,3.80354015827179,0.0,7.210789233446121,0.3,2.437020695209503,0.9
8,,0.5930126667022705,6.134714603424072,6.134243965148926,0.6134243965148926,1.1442895674964761,0.5361155757843579,0.7996589054901968,1.2752067349555825,,2.5696157396335413,2.906906270980835,0.0,6.134714435786009,0.6,2.973863005638122,1.0
9,,0.6167681217193604,5.284309387207031,5.212159156799316,0.5212159156799316,1.1404622723582865,0.4633480225768414,1.3086001976040142,1.3267093499298537,,3.7892134677063924,4.589811563491821,0.0,5.284309685230255,0.6,3.9445495843887324,0.9
10,,0.7500103950500489,7.531850337982178,7.583781719207764,0.7583781719207764,1.1385005930955496,0.6615587540014625,0.9641563649576623,1.548961423887466,,4.333346408402475,3.2761373639106752,0.0,7.531850636005402,0.5,3.425258374214172,0.9
11,,0.8712245941162109,8.270174026489258,8.56203842163086,0.856203842163086,1.1218838885672573,0.7371684459299068,0.9633640688961783,1.7744074773125287,,13.360146422248013,3.6187981069087987,0.3,8.270174205303192,0.5,5.754861998558044,0.6
12,,0.3647179365158081,5.639379501342773,5.054877281188965,0.5054877281188965,1.1421576879027386,0.49374789147529685,1.1373290571003714,1.9708744284509627,,3.0132852878809646,3.7444727659225467,0.0,5.639379546046257,0.4,3.138820827007293,1.0
13,,0.4228991508483887,5.50034236907959,4.998219013214111,0.49982190132141113,1.140618117259867,0.48222470657341365,2.614705650794254,1.617333110513051,,3.421509034282643,2.999665379524231,0.0,5.500342540442944,0.8,4.805604791641234,1.0
14,,0.44598989486694335,5.305001735687256,5.445224761962891,0.544522476196289,1.1149256349426098,0.47581664367779364,1.0955650516273205,1.6250942130588641,,2.496958768005232,2.596973550319672,0.0,5.30500216037035,0.5,2.0717394590377802,0.8
15,,0.5400534629821777,6.038229465484619,5.8477783203125,0.58477783203125,1.11491226276178,0.541587860064177,1.0602890456097769,1.6264962626547235,,3.0763633136559374,2.2950229525566104,0.1,6.038230024278164,0.6,2.779400420188903,1.0
16,,1.0041508674621582,8.899104118347168,7.19882345199585,0.7198823451995849,1.1344087057616794,0.7844707179298325,1.5635842230996075,1.9768529808686774,,4.553643563712702,3.650280380249024,0.0,8.899104058742523,0.7,4.184402346611022,0.9
17,,0.7982518196105957,7.938234806060791,7.599837779998779,0.7599837779998779,1.1197889791205196,0.7089045305924933,0.9707204549594012,1.7342506746826682,,6.673896604472815,2.6660338997840882,0.2,7.938234508037567,0.5,3.77743421792984,0.9
18,,0.5579366683959961,5.3241963386535645,4.7742719650268555,0.47742719650268556,1.1527453087243253,0.46187100466672343,1.7420171107589077,1.6300834006192566,,3.6338677718193373,3.6001991033554077,0.0,5.324196480214596,0.7,4.777648973464965,1.0
19,,1.3655838012695312,9.55565357208252,9.29011058807373,0.929011058807373,1.1230333061694522,0.8508789115681568,1.0180028686310119,1.7006709862778535,,7.549422735062552,4.127064728736878,0.1,9.555653691291809,0.4,3.966470444202423,0.8
20,,0.8306488037109375,6.490743160247803,5.910777568817139,0.5910777568817138,1.145230339747785,0.5667631161149,1.93490460596554,1.7279423997250205,,6.076510523602063,3.6586521744728087,0.0,6.490743428468704,0.3,3.880598938465118,0.8
21,,1.1518067359924316,7.371227741241455,6.589621543884277,0.6589621543884278,1.0795353717780911,0.6828148418240696,1.6512094248849993,1.796604118787481,,7.66108235961592,2.9521247863769533,0.1,7.371227830648422,0.7,5.151160907745361,0.9
22,,0.7666392803192139,5.766025543212891,5.759542942047119,0.5759542942047119,1.1458949174700463,0.5031897301668252,1.0929406160543067,1.4042573640217781,,5.079015463495351,3.5502526164054875,0.1,5.766025900840759,0.3,3.904768848419189,0.9
23,,1.1102640151977539,8.197376251220703,8.825103759765625,0.8825103759765625,1.1355091575840717,0.7219119455330134,0.8388964815215182,1.4784088380475549,,10.395883683917871,3.5288455188274384,0.2,8.19737608730793,0.6,5.029201996326447,0.8
24,,1.1314332962036133,7.928466796875,7.3060383796691895,0.730603837966919,1.1275986276996073,0.7031284538763333,1.1994865156579646,1.788804908437053,,5.380894489852192,2.9046896338462833,0.0,7.928466659039259,0.6,3.906847178936004,0.7
25,,0.6866540908813477,7.356803894042969,7.685900688171387,0.7685900688171386,1.1374449774088804,0.6467832765679705,0.953366993868174,1.7710219789511945,,4.5034302320097,3.1653842687606812,0.0,7.356803447008133,0.6,4.240486621856689,0.9
26,,1.5601625442504883,10.211000442504883,9.533649444580078,0.9533649444580078,1.1351368996677407,0.8995391168671977,1.1965954741140652,1.7072210042415414,,3.83899210943428,4.156786394119263,0.0,10.211000211536884,0.7,4.558777022361754,1.0
27,,1.041597270965576,7.988681793212891,8.249747276306152,0.8249747276306152,1.1052251993241542,0.7228103193899283,0.887299620348403,1.6054909760096152,,6.306252156256275,3.6767936587333683,0.0,7.988682687282562,0.4,4.582922148704528,0.9
28,,1.7580373764038086,9.463825225830078,9.115163803100586,0.9115163803100585,1.139532414166331,0.8305007482173032,0.8708185491724786,1.4370514619810248,,10.661400307210066,4.955311524868011,0.2,9.46382611617446,0.7,5.387696790695191,0.9
29,,1.1620235443115234,8.72833251953125,8.402170181274414,0.8402170181274414,1.1126884494248388,0.7844363374170931,1.0952714595095587,1.7535657855326512,,8.773237915977369,2.5727065026760103,0.0,8.728332221508026,0.5,5.247658503055573,0.7
30,,1.1697510719299316,8.359920501708984,8.168643951416016,0.8168643951416016,1.1001837888265202,0.7598658139314937,1.012825225395686,1.7545366881627622,,5.821030175583778,4.290570342540741,0.1,8.359920650720596,0.4,3.1222010374069207,1.0
31,,0.6184741020202636,5.925582408905029,6.6827712059021,0.6682771205902099,1.1377026868644282,0.5208375155759071,1.2368817290281309,1.394318903417609,,3.0594554239131417,3.41707239151001,0.0,5.925582394003868,0.5,3.5444288969039905,1.0
32,,1.0665650367736816,8.230120658874512,7.753626823425293,0.7753626823425293,1.1154346627378675,0.7378397797566588,1.2517487283028768,1.7378355174086557,,10.886519030875286,3.818942385911942,0.1,8.230120316147804,0.4,4.756560885906219,0.7
33,,1.2034586906433105,9.664406776428223,10.208620071411133,1.0208620071411132,1.1082070973243052,0.8720758782146687,0.9030941448640997,1.6795176138357308,,12.1483361250423,2.803527224063873,0.2,9.664406388998032,0.6,6.573216676712036,0.7
34,,1.375984001159668,8.913985252380371,8.757304191589355,0.8757304191589356,1.127388999100131,0.7906752025694248,1.0902098253453008,1.737249014995274,,5.068122790525364,3.774307835102082,0.1,8.913985401391983,0.6,4.513036286830901,1.0
35,,0.9486231803894043,7.995685577392578,7.501845359802246,0.7501845359802246,1.1381334480718888,0.7025261924195326,1.143311516220144,1.8400741672791472,,8.354473076186093,4.642867386341096,0.1,7.995685372501612,0.1,2.7716556191444397,0.8
36,,0.6721084117889404,6.980368137359619,5.4492645263671875,0.5449264526367188,1.1367642744097362,0.6140559036291117,2.1672633540659483,2.0,,3.037552184014858,3.2519779443740844,0.0,6.980368360877037,0.3,2.6088914632797238,0.9
37,,1.0566442489624024,7.467609882354736,7.176024436950684,0.7176024436950683,1.1139192800103201,0.6703905764415489,1.876452716306338,1.709580576581296,,6.65124979543593,4.542024731636047,0.2,7.4676098972558975,0.7,3.612675428390502,1.0
38,,1.7712987899780273,9.91281509399414,10.203963279724121,1.0203963279724122,1.119325574059857,0.8856060581229999,1.0689491863673946,1.4366847329957506,,3.91314517159593,4.57822253704071,0.0,9.912815682590008,0.5,3.958019924163817,0.9
39,,1.346407413482666,8.596794128417969,8.900716781616211,0.8900716781616211,1.136844704144432,0.756197754810122,0.9331496343296994,1.6674575933034295,,8.069523731042526,4.868421137332916,0.2,8.596793323755264,0.7,3.5189939498901364,1.0
40,,0.8342953681945801,7.845954895019531,8.218801498413086,0.8218801498413086,1.122944813796315,0.6986946106901624,0.9832601943319675,1.7065952767302146,,4.096222803478437,4.161614799499512,0.0,7.845954954624176,0.3,3.181462204456329,0.9
41,,0.47094502449035647,5.6393890380859375,6.09620475769043,0.609620475769043,1.1506478428312525,0.49010555863988864,0.8653448897225982,1.5498530697351127,,4.711463798862159,2.776611226797104,0.3,5.639388846233487,0.7,2.180591362714767,0.9
42,,1.2962750434875487,10.467525482177734,9.302032470703125,0.9302032470703125,1.1110475058522955,0.9421312254463857,1.2132727223567488,1.9623846791011608,,5.550057587357814,4.764580821990967,0.1,10.46752543747425,0.3,2.5441182613372795,0.9
43,,0.712878942489624,7.573711395263672,7.722184658050537,0.7722184658050537,1.1107036638202274,0.6818840742105908,1.0159511106916503,1.6575425056817608,,2.7782664170413853,3.3841971278190615,0.0,7.573711425065994,0.3,2.259351515769958,0.9
44,,0.9572288513183593,8.627175331115723,8.868017196655273,0.8868017196655273,1.125016715226037,0.7668486356118149,0.8986637889648768,1.5775902199227885,,3.074842077191253,3.6892271041870117,0.0,8.627175256609917,0.4,3.2292703866958608,1.0
45,,0.6359578132629394,6.9267258644104,7.602886199951172,0.7602886199951172,1.1370051703143877,0.6092079477963258,5.092552771763271,1.5160651942306076,,4.564233321235194,3.2428351044654846,0.0,6.9267256408929825,0.3,2.85636875629425,0.9
46,,1.5857330322265626,9.28332805633545,9.767807960510254,0.9767807960510254,1.1182407558900525,0.8301725730740763,0.9606103256381748,1.6148688119315586,,9.995599213141832,3.9693319201469426,0.0,9.28332893177867,0.2,5.873623704910278,0.9
47,,0.6105216026306153,6.002854347229004,6.119801044464111,0.6119801044464112,1.1469018623514902,0.5233973842296643,0.949808329488639,1.5148017586762943,,3.037987839150128,3.4371726393699644,0.0,6.002854019403458,0.4,3.5313753843307487,1.0
48,,1.382901096343994,10.885641098022461,10.372620582580566,1.0372620582580567,1.131667605341321,0.9619115230164474,1.0806392045830282,1.8552216626903015,,6.7992775072905145,4.184671151638031,0.2,10.885640799999237,0.5,3.8786362886428822,0.9
49,,0.6338961601257325,6.19107723236084,6.437398433685303,0.6437398433685303,1.1040903338010974,0.5607400991408522,1.1503627781978356,1.4231356222738891,,3.6110348943984794,3.783524870872498,0.0,6.1910775527358055,0.2,2.7619654774665827,0.9
50,,0.6717650890350342,7.292010307312012,7.16527795791626,0.716527795791626,1.124096689519986,0.6486995625283676,0.8518444999255899,1.4007471361428387,,3.387155726947887,2.5309353590011603,0.1,7.292009994387627,0.8,3.8246979475021354,1.0
51,,0.5930232048034668,6.38937520980835,7.090533256530762,0.7090533256530762,1.1193678537492449,0.5708020994535069,0.873492138177002,1.5531791593770399,,4.019780606193151,3.181739485263825,0.2,6.389374867081642,0.4,3.145720839500427,1.0
52,,0.5418451309204102,5.3533172607421875,4.8792524337768555,0.48792524337768556,1.1222857422661598,0.4770012715240039,1.6860518372834101,1.6485368956302886,,4.957503235976352,3.0000623464584355,0.0,5.35331691801548,0.6,4.03420637845993,0.9
53,,0.5695987701416015,6.34820032119751,6.121055603027344,0.6121055603027343,1.131798180754128,0.560895080867478,1.1697528431216975,1.7229868835761046,,4.624773426176399,3.3977537930011756,0.1,6.348200500011444,0.7,2.5945981025695795,1.0
54,,0.5462584495544434,7.0247321128845215,7.2954840660095215,0.7295484066009521,1.158271460777034,0.6064840886411839,1.0816159793002444,1.75495715122088,,2.8539163794826115,3.45489571094513,0.0,7.024731934070587,0.4,3.1563242912292475,1.0
55,,0.7421133995056153,7.733735084533691,7.5452775955200195,0.7545277595520019,1.147866429218687,0.6737486947673674,1.0810798316410906,1.805949583201232,,3.30737112912173,3.407138776779175,0.0,7.733734995126724,0.4,2.6883927583694454,0.9
56,,0.5093539237976075,5.515768527984619,5.55775785446167,0.555775785446167,1.132884080497382,0.4868784567581683,0.9529231363147664,1.564797156434731,,4.866756055539008,2.110184442996979,0.0,5.515768453478813,0.7,3.998378014564514,0.9
57,,0.5851713657379151,6.719595432281494,6.459744930267334,0.6459744930267334,1.11988022458971,0.6000280462799805,2.3457152007996056,1.5877372376801848,,2.5787986011617274,2.123937022686005,0.0,6.719595178961754,0.8,3.651954555511473,1.0
58,,0.8610964775085449,6.854083061218262,6.930209636688232,0.6930209636688233,1.12754091100735,0.607878879986252,1.1715103824229571,1.6107440348273834,,3.6314542789698563,2.572901165485382,0.0,6.8540831208229065,0.6,3.0594976186752314,0.8
59,,1.4129390716552734,9.557500839233398,9.564172744750977,0.9564172744750976,1.1277501463073902,0.8474838926448088,0.9621446022182798,1.6642811388856473,,14.275068538041408,7.3560453176498415,0.4,9.557501330971718,0.9,3.500023049116134,1.0
60,,1.7013397216796875,9.392641067504883,9.552722930908203,0.9552722930908203,1.1304144550128372,0.8309024204222706,0.860707825701638,1.4541301736060692,,6.889359102926736,4.731591665744782,0.0,9.392640464007854,0.3,4.854866325855253,0.7
